chr	start	end	txplus	txminus
1	3805703	3816857	0	1
1	4715105	4843850	1	0
1	5922870	6052531	0	1
1	6086380	6160523	1	0
1	6161853	6240183	0	1
1	6245081	6259679	0	1
1	6266189	6281351	1	0
1	6281255	6296044	0	1
1	6304252	6305638	1	0
1	6307407	6321035	0	1
1	6324333	6453826	0	1
1	6475295	6479979	0	1
1	6484848	6521003	1	0
1	6521221	6526255	0	1
1	6526152	6580069	0	1
1	6581409	6614658	0	1
1	6615338	6639816	1	0
1	6640063	6649339	1	0
1	6650785	6662929	0	1
1	6673756	6684092	1	0
1	6685252	6695645	1	0
1	6694228	6761966	0	1
1	6845384	7829763	1	0
1	7831329	7841491	1	0
1	7844763	7905236	1	0
1	7907673	7913551	0	1
1	7979908	8000887	0	1
1	8021714	8045341	1	0
1	8071780	8086393	0	1
1	8384390	8404226	1	0
1	8412466	8877699	0	1
1	8921063	8938780	0	1
1	9005922	9035146	1	0
1	9063359	9086404	0	1
1	9097007	9129887	0	1
1	9164476	9189229	0	1
1	9294863	9331392	1	0
1	9352941	9429588	1	0
1	9599528	9642830	1	0
1	9648932	9674935	1	0
1	9711790	9789171	1	0
1	9789080	9884550	0	1
1	9908334	9970316	0	1
1	9989778	10002826	0	1
1	10003486	10045555	1	0
1	10057255	10076077	1	0
1	10093016	10241294	1	0
1	10270764	10441659	1	0
1	10459085	10480200	1	0
1	10490159	10512208	1	0
1	10509971	10511957	1	0
1	10520605	10532613	0	1
1	10535003	10690813	1	0
1	10696668	10856707	0	1
1	11006530	11042094	0	1
1	11072679	11085548	1	0
1	11086581	11107285	0	1
1	11114649	11120091	0	1
1	11126678	11159938	0	1
1	11166589	11322608	0	1
1	11249398	11256037	1	0
1	11333255	11348490	1	0
1	11539295	11597639	1	0
1	11708450	11714739	0	1
1	11714432	11723383	1	0
1	11724150	11734407	1	0
1	11734538	11751678	0	1
1	11751781	11780336	1	0
1	11796142	11810827	1	0
1	11845787	11866160	0	1
1	11866207	11903200	1	0
1	11905769	11907840	0	1
1	11917522	11918992	0	1
1	11980124	11986480	0	1
1	11994746	12035593	1	0
1	12040238	12073571	1	0
1	12079512	12092106	1	0
1	12123434	12204262	1	0
1	12227060	12269276	1	0
1	12290113	12572096	1	0
1	12627940	12677820	0	1
1	12704566	12727096	1	0
1	12776118	12788726	1	0
1	12806163	12821101	1	0
1	12834984	12838046	1	0
1	12851546	12856223	1	0
1	12884468	12891264	0	1
1	12907236	12908237	0	1
1	12907263	12908578	0	1
1	12916941	12921764	1	0
1	12939033	12946025	0	1
1	12952728	12958094	0	1
1	12976450	13611550	0	0
1	12977513	13610487	0	0
1	12998302	13368936	0	0
1	13035543	13331671	0	0
1	13108514	13369057	0	0
1	13182961	13184326	0	1
1	13328196	13331692	0	1
1	13421176	13648986	1	0
1	13421176	13648988	1	0
1	13447414	13452656	0	1
1	13447414	13673511	0	1
1	13474053	13698405	0	1
1	13474053	13698405	0	1
1	13495254	13498257	1	0
1	13516066	13747803	1	0
1	13521963	13747803	1	0
1	13716088	13719064	1	0
1	13910252	13944450	1	0
1	14026735	14151572	1	0
1	14925213	15444543	1	0
1	15479028	15546973	1	0
1	15573768	15724622	1	0
1	15736391	15756839	1	0
1	15764938	15773153	1	0
1	15783223	15798585	1	0
1	15802596	15817894	1	0
1	15818797	15850790	0	1
1	15853352	15898226	1	0
1	15899152	15911605	0	1
1	15944070	15986748	1	0
1	15986364	15988216	1	0
1	16010827	16061262	1	0
1	16062809	16067884	1	0
1	16068917	16074475	1	0
1	16085255	16113084	1	0
1	16133657	16134194	0	1
1	16174359	16266950	1	0
1	16268366	16302627	0	1
1	16330731	16333180	1	0
1	16340523	16345285	0	1
1	16348486	16360544	1	0
1	16370247	16383802	1	0
1	16384265	16400127	0	1
1	16450832	16482582	0	1
1	16524599	16539104	0	1
1	16558183	16563659	0	1
1	16576560	16678948	0	1
1	16693583	16724639	1	0
1	16725139	16763919	0	1
1	16767167	16786582	1	0
1	16890412	16939982	0	1
1	17248445	17299474	1	0
1	17301000	17308081	0	1
1	17312453	17338423	0	1
1	17345227	17380665	0	1
1	17393257	17445948	0	1
1	17531621	17572501	1	0
1	17575593	17610725	1	0
1	17634690	17690495	1	0
1	17698741	17728195	1	0
1	17733252	17766220	0	1
1	17866330	18024369	1	0
1	18081808	18153556	1	0
1	18434240	18704979	1	0
1	18807424	18812478	1	0
1	18957500	19075359	1	0
1	19166093	19186155	0	1
1	19197926	19229293	0	1
1	19230774	19282826	0	1
1	19401002	19536746	0	1
1	19544585	19578046	0	1
1	19578075	19586621	1	0
1	19592476	19600568	0	1
1	19609057	19615280	0	1
1	19630459	19638640	0	1
1	19638740	19655793	1	0
1	19665267	19812066	0	1
1	19923471	19956312	1	0
1	19969726	19984945	1	0
1	19991780	20006054	1	0
1	20008707	20126410	0	1
1	20140523	20141771	0	1
1	20208888	20239429	1	0
1	20246800	20250110	0	1
1	20301925	20306932	0	1
1	20396701	20418393	1	0
1	20438441	20446008	0	1
1	20465823	20476879	1	0
1	20490484	20501687	0	1
1	20512578	20519941	1	0
1	20617412	20681387	1	0
1	20808885	20812728	0	1
1	20825943	20834674	0	1
1	20878932	20881512	1	0
1	20915444	20945398	1	0
1	20959948	20978003	1	0
1	20978260	20988037	0	1
1	20990509	21044317	0	1
1	21046225	21059133	0	1
1	21069171	21113181	0	1
1	21132976	21503340	0	1
1	21543740	21672034	0	1
1	21766631	21811392	1	0
1	21835858	21904904	1	0
1	21922709	21995856	0	1
1	22004794	22109688	0	1
1	22138758	22151714	1	0
1	22148738	22263750	0	1
1	22303418	22315845	1	0
1	22328149	22339033	1	0
1	22379120	22419435	1	0
1	22443800	22469519	0	1
1	22778344	22857650	1	0
1	22890004	22930087	1	0
1	22963118	22966174	1	0
1	22970118	22974602	1	0
1	22979682	22988028	1	0
1	23037331	23241822	1	0
1	23345941	23410184	1	0
1	23410516	23495351	0	1
1	23518389	23521222	0	1
1	23636277	23670853	0	1
1	23685942	23696357	0	1
1	23695464	23698278	1	0
1	23707555	23751261	0	1
1	23755056	23810750	0	1
1	23832922	23857713	0	1
1	23884410	23886322	0	1
1	24018294	24022913	1	0
1	24069856	24088548	1	0
1	24104876	24114720	1	0
1	24117646	24122027	1	0
1	24122089	24127294	0	1
1	24128368	24151949	0	1
1	24171574	24194859	0	1
1	24200461	24239817	0	1
1	24286301	24289947	1	0
1	24292939	24306821	0	1
1	24382532	24438665	0	1
1	24446261	24469611	0	1
1	24480648	24513751	0	1
1	24645881	24681807	1	0
1	24683490	24727949	0	1
1	24742245	24799472	1	0
1	24829387	24862425	1	0
1	24882567	24935816	1	0
1	24969594	24999771	1	0
1	25071760	25170815	1	0
1	25226003	25291501	0	1
1	25548767	25559013	0	1
1	25568741	25573985	0	1
1	25598981	25656935	1	0
1	25664811	25688850	1	0
1	25688741	25747363	0	1
1	25757388	25826696	1	0
1	25870076	25895375	1	0
1	25943959	26111258	1	0
1	26126667	26144713	1	0
1	26146397	26159432	1	0
1	26160497	26185848	0	1
1	26187976	26197744	0	1
1	26210678	26233368	0	1
1	26286260	26324648	0	1
1	26348271	26362952	1	0
1	26364514	26372604	0	1
1	26377798	26394121	0	1
1	26438268	26452024	1	0
1	26485511	26489118	1	0
1	26496388	26497362	1	0
1	26503981	26516373	1	0
1	26517119	26529032	1	0
1	26560693	26605299	1	0
1	26606213	26608012	1	0
1	26608775	26644756	0	1
1	26644411	26647013	1	0
1	26648350	26670443	0	1
1	26688125	26699266	0	1
1	26737269	26756218	1	0
1	26758802	26797793	1	0
1	26798902	26803131	1	0
1	26856249	26901520	1	0
1	27022522	27108601	1	0
1	27114486	27124886	1	0
1	27153201	27182211	1	0
1	27189633	27190947	1	0
1	27205873	27216869	0	1
1	27216980	27226962	0	1
1	27237976	27240567	0	1
1	27248224	27272887	1	0
1	27276048	27286901	0	1
1	27320195	27327376	1	0
1	27331513	27339333	0	1
1	27425301	27481451	0	1
1	27561007	27635108	1	0
1	27648636	27662890	1	0
1	27668513	27680421	1	0
1	27681670	27693337	0	1
1	27695603	27701315	0	1
1	27705597	27709805	0	1
1	27719152	27722315	1	0
1	27732126	27816669	0	1
1	27860794	27930143	0	1
1	27938803	27961727	0	1
1	27992572	27998724	0	1
1	28052490	28089421	1	0
1	28099694	28150962	1	0
1	28157293	28178183	1	0
1	28199055	28213192	1	0
1	28218049	28241236	0	1
1	28261504	28285662	1	0
1	28286504	28294604	1	0
1	28300819	28415131	0	1
1	28473678	28520447	0	1
1	28526792	28559542	0	1
1	28562611	28564609	1	0
1	28586006	28609001	1	0
1	28655513	28662477	1	0
1	28696093	28826880	1	0
1	28832455	28865708	1	0
1	28844745	28865607	1	0
1	28879529	28905056	1	0
1	28918712	28921086	1	0
1	28929611	28969604	0	1
1	28995244	29041385	1	0
1	29063133	29096286	1	0
1	29138654	29190208	1	0
1	29213603	29446558	1	0
1	29445938	29450421	0	1
1	29474251	29508637	0	1
1	29519385	29557454	0	1
1	29563047	29653315	1	0
1	31184126	31196432	0	1
1	31205315	31230683	0	1
1	31342313	31381480	0	1
1	31404353	31538564	0	1
1	31652593	31712734	0	1
1	31732417	31769644	0	1
1	31769842	31837780	1	0
1	31838100	31845923	0	1
1	31885963	31907524	1	0
1	32042086	32053285	1	0
1	32083301	32092919	1	0
1	32095463	32110838	0	1
1	32117848	32169768	0	1
1	32192719	32229648	0	1
1	32256025	32281580	0	1
1	32373793	32403988	0	1
1	32479491	32509471	1	0
1	32538503	32568465	1	0
1	32573644	32642166	1	0
1	32645345	32663885	1	0
1	32666202	32670991	1	0
1	32671236	32674288	1	0
1	32674695	32681797	1	0
1	32681800	32687926	0	1
1	32687971	32697204	1	0
1	32712818	32714459	1	0
1	32716840	32751765	1	0
1	32757708	32799224	1	0
1	32799441	32801834	0	1
1	32826872	32827844	0	1
1	32827862	32829922	1	0
1	32830707	32860062	0	1
1	32930658	32953457	1	0
1	33004772	33071541	1	0
1	33087309	33116185	0	1
1	33116749	33151810	1	0
1	33145507	33168361	0	1
1	33207512	33240571	1	0
1	33240840	33283633	0	1
1	33283176	33324475	1	0
1	33327870	33338082	0	1
1	33352098	33360246	1	0
1	33360196	33366953	0	1
1	33402052	33430286	0	1
1	33473586	33502492	0	1
1	33546714	33585994	1	0
1	33611004	33647671	0	1
1	33722174	33766320	1	0
1	33789224	33841194	0	1
1	33938232	33961993	1	0
1	33979609	34631443	0	1
1	34326076	34330391	1	0
1	34632624	34684729	1	0
1	35220721	35224113	1	0
1	35225342	35229325	1	0
1	35246790	35251966	1	0
1	35258599	35261346	1	0
1	35315964	35325417	0	1
1	35331038	35370984	0	1
1	35451769	35497569	0	1
1	35544972	35581454	1	0
1	35649203	35658743	0	1
1	35734568	35887544	1	0
1	35899092	36023037	0	1
1	36023393	36032378	1	0
1	36038971	36060925	1	0
1	36068740	36107143	0	1
1	36179477	36184790	0	1
1	36201820	36235551	0	1
1	36273828	36321188	1	0
1	36348810	36389897	1	0
1	36396772	36522062	1	0
1	36549676	36553875	1	0
1	36554453	36559532	1	0
1	36560845	36565850	0	1
1	36602175	36615067	0	1
1	36621803	36646436	1	0
1	36690017	36770955	1	0
1	36771994	36786948	1	0
1	36787632	36789755	0	1
1	36805225	36851485	0	1
1	36859031	36863493	0	1
1	36883508	36916086	0	1
1	36921362	36930040	0	1
1	36931644	36948509	0	1
1	37261128	37499844	0	1
1	37940119	37949976	1	0
1	37958176	37980364	0	1
1	38002145	38019903	0	1
1	38022520	38032457	1	0
1	38032414	38061586	0	1
1	38076951	38100491	0	1
1	38147250	38156192	0	1
1	38158159	38175389	1	0
1	38181647	38230824	0	1
1	38259774	38267278	1	0
1	38268614	38273865	0	1
1	38273473	38275126	1	0
1	38275239	38325292	0	1
1	38326369	38412729	0	1
1	38422654	38455761	0	1
1	38462444	38471234	0	1
1	38478384	38490496	1	0
1	38509523	38512450	0	1
1	39305015	39325340	0	1
1	39328637	39339050	0	1
1	39339739	39347289	0	1
1	39351479	39407456	0	1
1	39456916	39471735	1	0
1	39491967	39500307	1	0
1	39547118	39952789	1	0
1	39875176	39882154	1	0
1	39957318	39995537	1	0
1	40026485	40042521	0	1
1	40089104	40105348	0	1
1	40124793	40137710	0	1
1	40144652	40157089	0	1
1	40204530	40229585	1	0
1	40223903	40254533	0	1
1	40235197	40237020	0	1
1	40306708	40349177	0	1
1	40361096	40367687	0	1
1	40420784	40435627	1	0
1	40506255	40538323	1	0
1	40538382	40563142	0	1
1	40627041	40706592	1	0
1	40713573	40717365	1	0
1	40723733	40759855	1	0
1	40766163	40782939	0	1
1	40839728	40888992	1	0
1	40916337	40929388	1	0
1	40943302	40962014	1	0
1	40974433	40982212	1	0
1	40997233	41013840	1	0
1	41086352	41131324	0	1
1	41157242	41237273	1	0
1	41249684	41304360	1	0
1	41326729	41328018	0	1
1	41445007	41478231	1	0
1	41481269	41487427	0	1
1	41492871	41707815	0	1
1	41944449	41950344	0	1
1	41975685	42384496	0	1
1	42619092	42621495	1	0
1	42628362	42630395	0	1
1	42642211	42800903	0	1
1	42846468	42889900	1	0
1	42896003	42921938	0	1
1	42922173	42926085	1	0
1	43000560	43120335	1	0
1	43124048	43142428	1	0
1	43148066	43168017	1	0
1	43198764	43205925	0	1
1	43212006	43232755	0	1
1	43232916	43241414	1	0
1	43272723	43283059	0	1
1	43282776	43310660	1	0
1	43312280	43318144	1	0
1	43391046	43424847	0	1
1	43613594	43622064	1	0
1	43629846	43638241	0	1
1	43638001	43676549	1	0
1	43735665	43739672	1	0
1	43747559	43751288	0	1
1	43766664	43788778	1	0
1	43803475	43820134	1	0
1	43824626	43828871	1	0
1	43829073	43833699	0	1
1	43849588	43855483	0	1
1	43855556	43872564	1	0
1	43888797	43918304	1	0
1	43916824	43919660	0	1
1	43996547	44089342	1	0
1	44115797	44171188	1	0
1	44173218	44396830	1	0
1	44398992	44402911	1	0
1	44412478	44433693	1	0
1	44435653	44439044	1	0
1	44440602	44443971	1	0
1	44444866	44456839	1	0
1	44457280	44462196	1	0
1	44462156	44497134	0	1
1	44584522	44600807	1	0
1	44679125	44686351	1	0
1	44686743	44820939	0	1
1	44870960	45117396	1	0
1	45119502	45140099	0	1
1	45140394	45191263	1	0
1	45205490	45233436	1	0
1	45241246	45244411	1	0
1	45249259	45253426	0	1
1	45266036	45271666	1	0
1	45271590	45272957	0	1
1	45274154	45279801	1	0
1	45285516	45308616	0	1
1	45316194	45452361	0	1
1	45468221	45477027	0	1
1	45477830	45481341	1	0
1	45482076	45672250	0	1
1	45792545	45794344	1	0
1	45794915	45806142	0	1
1	45805342	45809649	1	0
1	45809555	45956840	0	1
1	45965856	45976737	1	0
1	45976708	45987609	0	1
1	46016498	46035720	1	0
1	46049717	46084567	1	0
1	46085717	46089731	0	1
1	46092978	46152302	0	1
1	46153847	46160108	1	0
1	46160000	46216485	0	1
1	46269285	46501797	1	0
1	46505813	46598708	0	1
1	46640749	46651633	1	0
1	46654354	46664121	0	1
1	46669006	46686927	1	0
1	46713367	46744145	1	0
1	46744073	46769038	0	1
1	46769380	46782445	1	0
1	46806390	46830690	1	0
1	46859939	46879520	1	0
1	46972668	46979884	1	0
1	47011316	47016887	0	1
1	47023091	47069966	0	1
1	47073388	47082563	0	1
1	47098413	47134099	0	1
1	47137500	47139249	1	0
1	47140832	47184736	0	1
1	47264670	47285020	1	0
1	47394848	47407156	0	1
1	47489240	47516422	1	0
1	47533160	47583992	1	0
1	47603107	47614526	1	0
1	47649262	47655771	0	1
1	47681963	47695443	0	1
1	47715811	47779819	0	1
1	47799469	47844510	1	0
1	47881744	47883723	1	0
1	47901689	47906362	1	0
1	48688357	48714316	1	0
1	48764278	48937845	0	1
1	48998527	50489626	0	1
1	49193542	49242547	0	1
1	50513686	50667540	1	0
1	50883229	50889141	0	1
1	50906935	51425936	0	1
1	51434367	51440307	1	0
1	51567906	51613752	1	0
1	51701945	51739117	1	0
1	51752931	51810785	0	1
1	51819935	51984995	0	1
1	52082764	52254136	1	0
1	52254868	52344609	0	1
1	52373628	52456436	0	1
1	52485807	52521047	0	1
1	52497777	52499472	0	1
1	52521857	52554090	1	0
1	52608046	52812357	1	0
1	52816267	52831864	0	1
1	52838502	52870131	0	1
1	52870219	52883991	1	0
1	52888948	53018743	0	1
1	53068043	53074722	1	0
1	53099066	53122736	1	0
1	53152014	53164038	0	1
1	53192131	53293011	1	0
1	53308183	53360247	1	0
1	53361904	53387446	0	1
1	53392948	53517282	1	0
1	53527885	53551173	1	0
1	53552856	53608289	0	1
1	53662101	53679867	1	0
1	53679774	53686289	0	1
1	53692564	53704207	0	1
1	53711212	53793821	0	1
1	53925072	53933158	1	0
1	53971906	54199877	0	1
1	54231135	54304225	0	1
1	54317407	54355453	0	1
1	54359861	54376758	1	0
1	54387236	54411288	0	1
1	54412037	54433839	1	0
1	54474506	54483803	0	1
1	54497351	54519111	0	1
1	54519274	54565416	1	0
1	54604668	54619443	0	1
1	54638029	54665746	0	1
1	54665840	54684054	1	0
1	54692196	54872092	0	1
1	55013901	55100417	1	0
1	55074851	55089200	0	1
1	55107427	55175939	1	0
1	55181529	55207980	1	0
1	55222573	55230226	0	1
1	55246752	55266941	0	1
1	55271736	55307936	1	0
1	55315300	55352921	0	1
1	55446465	55457965	1	0
1	55464617	55474464	1	0
1	55505220	55530523	1	0
1	55532033	55681039	0	1
1	56960433	57045257	0	1
1	57110990	57181007	1	0
1	57184478	57285369	0	1
1	57320443	57383894	1	0
1	57394885	57431688	0	1
1	57463579	58716211	0	1
1	58946392	59012446	0	1
1	59041097	59043166	0	1
1	59125590	59165747	0	1
1	59246464	59249785	0	1
1	59762625	60228400	1	0
1	60280533	60342049	1	0
1	60358981	60392423	0	1
1	60456067	60539426	0	1
1	61542946	61928459	1	0
1	62146719	62191095	0	1
1	62208149	62629589	1	0
1	62660474	62677998	1	0
1	62701838	62785083	0	1
1	62901975	62917473	1	0
1	62920398	63153969	0	1
1	63063187	63071180	1	0
1	63249803	63330049	1	0
1	63788730	63790797	1	0
1	63833261	63904232	1	0
1	63906462	63988835	0	1
1	63989013	64038363	1	0
1	64058947	64125914	1	0
1	64239690	64644707	1	0
1	64669490	64710027	1	0
1	64936476	65158741	1	0
1	65210778	65298912	1	0
1	65298906	65432187	0	1
1	65613232	65693173	1	0
1	65730430	65881552	1	0
1	65886248	66103176	1	0
1	65886248	65901688	1	0
1	66258193	66840261	1	0
1	66999825	67210767	1	0
1	67218140	67244729	1	0
1	67263425	67266939	0	1
1	67278574	67390570	0	1
1	67390578	67454302	1	0
1	67465015	67520080	0	1
1	67557859	67594220	0	1
1	67632169	67725648	1	0
1	67773047	67862582	1	0
1	67873495	67896123	0	1
1	68150883	68154019	1	0
1	68167149	68299142	0	1
1	68511647	68516460	0	1
1	68564143	68698266	0	1
1	68894507	68915642	0	1
1	68939837	68962799	0	1
1	70225858	70589169	1	0
1	70610486	70671361	0	1
1	70671365	70717683	1	0
1	70724686	70820417	0	1
1	70820493	70833703	1	0
1	70876955	70905252	1	0
1	71318036	71513491	0	1
1	71528975	71546745	0	1
1	71868626	72748277	0	1
1	74491704	74663871	0	1
1	74663926	74673120	1	0
1	74663947	75010108	1	0
1	75033796	75139422	0	1
1	75171175	75199092	0	1
1	75198836	75232358	1	0
1	75594119	75627216	1	0
1	75667816	76076799	0	1
1	76190043	76229353	1	0
1	76251886	76260764	1	0
1	76262630	76378923	1	0
1	76384560	76398116	0	1
1	76540389	77096669	1	0
1	77333186	77529735	1	0
1	77554669	77685132	0	1
1	77747742	78025652	1	0
1	78030191	78148343	0	1
1	78161676	78225537	0	1
1	78245309	78344077	1	0
1	78354200	78409576	1	0
1	78413593	78444777	0	1
1	78470636	78482993	1	0
1	78511589	78603111	1	0
1	78956728	79006385	1	0
1	79086088	79111828	1	0
1	79115477	79129761	1	0
1	79355451	79472495	0	1
1	82266082	82458106	1	0
1	84335059	84464833	0	1
1	84543745	84704179	1	0
1	84764049	84816480	1	0
1	84864215	84880691	1	0
1	84944920	84964032	1	0
1	84964007	84972262	0	1
1	84971974	85031875	1	0
1	85018804	85040163	0	1
1	85109390	85156240	0	1
1	85279086	85358896	0	1
1	85391267	85462796	0	1
1	85483766	85514169	0	1
1	85527993	85598820	1	0
1	85623357	85666728	0	1
1	85715639	85725355	0	1
1	85731461	85742587	0	1
1	85784169	86044046	0	1
1	86046444	86049646	1	0
1	86115107	86174116	0	1
1	86194918	86622121	0	1
1	86812508	86862025	0	1
1	86889769	86922238	1	0
1	86934526	86965972	1	0
1	87012759	87046430	1	0
1	87170257	87213866	1	0
1	87328130	87380107	0	1
1	87380335	87575680	1	0
1	87794151	87814603	1	0
1	89149922	89301937	1	0
1	89318322	89357301	0	1
1	89401456	89458643	0	1
1	89445140	89458643	0	1
1	89472367	89488549	0	1
1	89517987	89531043	0	1
1	89573310	89591799	0	1
1	89597434	89641723	0	1
1	89646832	89664633	0	1
1	89724636	89738544	0	1
1	89829436	89853719	1	0
1	89990397	90063418	1	0
1	90098644	90185093	1	0
1	90286573	90401987	1	0
1	90460678	90494094	1	0
1	91177580	91182794	0	1
1	91380860	91487671	0	1
1	91726324	91870426	0	1
1	91966404	91991320	1	0
1	92145902	92351787	0	1
1	92414928	92479983	1	0
1	92495533	92529093	1	0
1	92545862	92613395	1	0
1	92632609	92650279	1	0
1	92683573	92711366	1	0
1	92711957	92764566	0	1
1	92764522	92853732	1	0
1	92940319	92952433	0	1
1	92974255	93257961	0	1
1	93297594	93307480	1	0
1	93307721	93427079	0	1
1	93544792	93604636	1	0
1	93615299	93646246	0	1
1	93645920	93744266	1	0
1	93811478	93828146	1	0
1	93913688	94020216	1	0
1	94027351	94147385	0	1
1	94335338	94344742	0	1
1	94352590	94375012	0	1
1	94458396	94586705	0	1
1	94634464	94703307	0	1
1	94883933	94984218	1	0
1	94994732	95007413	0	1
1	95285901	95360801	1	0
1	95362509	95392735	0	1
1	95448279	95538507	0	1
1	95582894	95663159	1	0
1	95699711	95712773	1	0
1	97187175	97280599	1	0
1	97543302	98386615	0	1
1	99127236	99226054	1	0
1	99355803	99470449	0	1
1	99729848	99775136	1	0
1	100111431	100160096	1	0
1	100174259	100231349	0	1
1	100315640	100389579	1	0
1	100435540	100489006	1	0
1	100503789	100548927	1	0
1	100549104	100598511	0	1
1	100598706	100616053	1	0
1	100614413	100643771	0	1
1	100652479	100715409	0	1
1	100731714	100758323	1	0
1	100818023	100985832	1	0
1	101003728	101007582	1	0
1	101185297	101204599	1	0
1	101337941	101360418	0	1
1	101361632	101447311	1	0
1	101455180	101491362	0	1
1	101702305	101707076	1	0
1	102268127	102462790	0	1
1	103342024	103574052	0	1
1	104068578	104097857	1	0
1	104097322	104122147	1	0
1	104159999	104168393	1	0
1	104198141	104301310	0	0
1	104198303	104301310	0	0
1	104198325	104301310	0	0
1	107599267	107601907	1	0
1	107682629	108024471	1	0
1	108113782	108507545	0	1
1	108677449	108742974	0	1
1	108765963	108786703	0	1
1	108992904	109013259	1	0
1	109102971	109181948	1	0
1	109190912	109204148	0	1
1	109234932	109244420	1	0
1	109255556	109285365	1	0
1	109289285	109352139	1	0
1	109358532	109399716	0	1
1	109419603	109473043	1	0
1	109472130	109506111	0	1
1	109512840	109584850	0	1
1	109606998	109618624	0	1
1	109633403	109639553	1	0
1	109648574	109656479	0	1
1	109656585	109749401	1	0
1	109756540	109780785	1	0
1	109792641	109818377	1	0
1	109822176	109825790	0	1
1	109834987	109849663	0	1
1	109852192	109940563	0	1
1	109944478	109969037	0	1
1	110009100	110024763	1	0
1	110026561	110035418	1	0
1	110036658	110043062	1	0
1	110049447	110052336	0	1
1	110082494	110088455	1	0
1	110091186	110138452	1	0
1	110145890	110155705	0	1
1	110162459	110174677	1	0
1	110198698	110208123	1	0
1	110210644	110226618	1	0
1	110230418	110236366	1	0
1	110254864	110260888	1	0
1	110276554	110283660	0	1
1	110292702	110306564	0	1
1	110453233	110472354	1	0
1	110527308	110566363	1	0
1	110577241	110597255	1	0
1	110602998	110613322	0	1
1	110655062	110656568	1	0
1	110693132	110744821	1	0
1	110754065	110776665	1	0
1	110881945	110889303	1	0
1	110905505	110933636	0	1
1	110943879	110950546	0	1
1	110993788	110999974	1	0
1	111059839	111061797	0	1
1	111145777	111148345	0	1
1	111214310	111217655	0	1
1	111413821	111442557	1	0
1	111489813	111506566	0	1
1	111659955	111682838	0	1
1	111682249	111727724	1	0
1	111729801	111743281	0	1
1	111770281	111786060	1	0
1	111833484	111863184	1	0
1	111889195	111895639	1	0
1	111956938	111970399	0	1
1	111982513	111991830	0	1
1	111991743	112004523	1	0
1	112016604	112021133	1	0
1	112025971	112106597	0	1
1	112162405	112256100	1	0
1	112264686	112298419	0	1
1	112298190	112310198	1	0
1	112318454	112531777	0	1
1	112938800	113003785	1	0
1	113010040	113063908	1	0
1	113066142	113162040	0	1
1	113162075	113214241	1	0
1	113217048	113243367	1	0
1	113243749	113250025	0	1
1	113252616	113257950	0	1
1	113263189	113269854	1	0
1	113454472	113498975	0	1
1	113615831	113667342	1	0
1	113933475	114228535	1	0
1	114239824	114301777	0	1
1	114304455	114355070	0	1
1	114356440	114414375	0	1
1	114419437	114430169	0	1
1	114437677	114447741	0	1
1	114447915	114456707	1	0
1	114471996	114520421	1	0
1	114522030	114524875	1	0
1	114631915	114696472	0	1
1	114935401	115053781	0	1
1	115110183	115124265	0	1
1	115127196	115212732	0	1
1	115215722	115238239	0	1
1	115247079	115259515	0	1
1	115259538	115300671	0	1
1	115312107	115323308	0	1
1	115397455	115537988	1	0
1	115572415	115576941	1	0
1	115590635	115632121	0	1
1	115828537	115880857	0	1
1	116184574	116240845	1	0
1	116242628	116311426	0	1
1	116379001	116383747	0	1
