chr	start	end	replication_timing	is_left	is_right
1	25300001	25400000	1.575270e+02	0	0
1	25400001	25500000	1.821638e+02	0	0
1	25500001	25600000	2.343093e+02	0	0
1	25600001	25700000	2.699800e+02	0	0
1	25700001	25800000	2.722405e+02	0	0
1	25800001	25900000	2.675443e+02	0	0
1	25900001	26000000	2.549903e+02	0	0
1	26000001	26100000	2.611704e+02	0	0
1	26100001	26200000	2.564511e+02	0	0
1	26200001	26300000	2.293783e+02	0	0
1	26300001	26400000	1.933340e+02	0	0
1	26400001	26500000	1.857294e+02	0	0
1	26500001	26600000	1.989093e+02	0	0
1	26600001	26700000	1.958486e+02	0	0
1	26700001	26800000	2.017173e+02	0	0
1	26800001	26900000	2.082305e+02	0	0
1	26900001	27000000	2.154052e+02	0	0
1	27000001	27100000	2.340367e+02	0	0
1	27100001	27200000	2.413492e+02	0	0
1	27200001	27300000	2.383590e+02	0	0
1	27300001	27400000	2.138230e+02	0	0
1	27400001	27500000	1.983523e+02	0	0
1	27500001	27600000	2.161599e+02	0	0
1	27600001	27700000	2.195243e+02	0	0
1	27700001	27800000	1.932203e+02	0	0
1	27800001	27900000	1.848268e+02	0	0
1	27900001	28000000	1.796053e+02	0	0
1	28000001	28100000	2.104099e+02	0	0
1	28100001	28200000	2.312908e+02	0	0
1	28200001	28300000	2.234407e+02	0	0
1	28300001	28400000	2.333344e+02	0	0
1	28400001	28500000	2.443979e+02	0	0
1	28500001	28600000	2.186957e+02	0	0
1	28600001	28700000	2.062353e+02	0	0
1	28700001	28800000	1.942069e+02	0	0
1	28800001	28900000	2.174214e+02	0	0
1	28900001	29000000	2.293649e+02	0	0
1	29000001	29100000	2.229187e+02	0	0
1	29100001	29200000	2.286201e+02	0	0
1	29200001	29300000	2.597169e+02	0	0
1	29300001	29400000	2.928662e+02	0	0
1	29400001	29500000	2.783561e+02	0	0
1	29500001	29600000	2.864087e+02	0	1
1	29600001	29700000	3.155086e+02	0	1
1	29700001	29800000	3.699689e+02	0	1
1	29800001	29900000	4.269446e+02	0	1
1	29900001	30000000	4.667102e+02	0	1
1	30000001	30100000	5.362440e+02	0	1
1	30100001	30200000	5.528307e+02	0	1
1	30200001	30300000	5.762384e+02	0	0
1	30300001	30400000	6.184355e+02	0	0
1	30400001	30500000	6.578697e+02	0	0
1	30500001	30600000	6.435438e+02	1	0
1	30600001	30700000	5.528610e+02	1	0
1	30700001	30800000	4.716100e+02	1	0
1	30800001	30900000	3.932171e+02	1	0
1	30900001	31000000	3.047189e+02	1	0
1	31000001	31100000	2.519657e+02	1	0
1	31100001	31200000	2.241126e+02	0	0
1	31200001	31300000	2.158210e+02	0	0
1	31300001	31400000	2.188388e+02	0	0
1	31400001	31500000	2.817937e+02	0	0
1	31500001	31600000	3.332825e+02	0	0
1	31600001	31700000	2.998458e+02	0	0
1	31700001	31800000	2.874859e+02	0	0
1	31800001	31900000	3.101489e+02	1	0
1	31900001	32000000	2.853930e+02	0	0
1	32000001	32100000	2.206275e+02	0	0
1	32100001	32200000	1.409832e+02	0	0
1	32200001	32300000	1.240607e+02	0	0
1	32300001	32400000	1.718532e+02	0	0
1	32400001	32500000	2.321277e+02	0	0
1	32500001	32600000	2.283794e+02	0	0
1	32600001	32700000	2.210490e+02	0	0
1	32700001	32800000	2.455199e+02	0	0
1	32800001	32900000	2.467167e+02	0	0
1	32900001	33000000	2.144240e+02	0	0
1	33000001	33100000	2.257236e+02	0	0
1	33100001	33200000	2.596432e+02	0	0
1	33200001	33300000	2.614706e+02	0	0
1	33300001	33400000	2.393190e+02	0	0
1	33400001	33500000	2.273260e+02	0	0
1	33500001	33600000	2.365113e+02	0	0
1	33600001	33700000	2.224213e+02	0	0
1	33700001	33800000	2.062989e+02	0	1
1	33800001	33900000	2.369623e+02	0	1
1	33900001	34000000	2.730144e+02	0	1
1	34000001	34100000	3.429320e+02	0	1
1	34100001	34200000	4.661261e+02	0	1
1	34200001	34300000	5.907402e+02	0	1
1	34300001	34400000	6.736246e+02	0	1
1	34400001	34500000	7.259010e+02	0	1
1	34500001	34600000	7.518670e+02	0	0
1	34600001	34700000	7.648960e+02	0	0
1	34700001	34800000	7.765687e+02	0	0
1	34800001	34900000	7.526824e+02	1	0
1	34900001	35000000	6.951287e+02	1	0
1	35000001	35100000	6.336172e+02	1	0
1	35100001	35200000	5.615104e+02	1	0
1	35200001	35300000	4.883125e+02	1	0
1	35300001	35400000	4.560463e+02	1	0
1	35400001	35500000	4.557735e+02	1	0
1	35500001	35600000	4.305006e+02	0	0
1	35600001	35700000	3.709312e+02	0	0
1	35700001	35800000	3.426736e+02	0	0
1	35800001	35900000	3.582539e+02	0	0
1	35900001	36000000	3.556930e+02	0	0
1	36000001	36100000	3.274326e+02	0	0
1	36100001	36200000	3.167500e+02	0	0
1	36200001	36300000	3.262807e+02	0	0
1	36300001	36400000	3.236528e+02	0	0
1	36400001	36500000	2.672810e+02	0	0
1	36500001	36600000	1.934344e+02	0	0
1	36600001	36700000	1.987864e+02	0	0
1	36700001	36800000	2.376865e+02	0	0
1	36800001	36900000	2.392189e+02	0	0
1	36900001	37000000	2.423590e+02	0	0
1	37000001	37100000	2.576230e+02	0	1
1	37100001	37200000	2.744376e+02	0	1
1	37200001	37300000	3.087415e+02	0	1
1	37300001	37400000	3.889463e+02	0	1
1	37400001	37500000	4.485818e+02	0	0
1	37500001	37600000	4.696344e+02	0	0
1	37600001	37700000	4.880476e+02	0	0
1	37700001	37800000	4.501547e+02	1	0
1	37800001	37900000	3.539123e+02	1	0
1	37900001	38000000	2.979998e+02	1	0
1	38000001	38100000	2.917149e+02	1	0
1	38100001	38200000	2.428810e+02	0	0
1	38200001	38300000	2.174248e+02	0	0
1	38300001	38400000	2.520650e+02	0	0
1	38400001	38500000	2.557537e+02	0	0
1	38500001	38600000	2.242090e+02	0	1
1	38600001	38700000	2.265157e+02	0	1
1	38700001	38800000	2.967478e+02	0	1
1	38800001	38900000	3.844594e+02	0	1
1	38900001	39000000	4.337731e+02	0	0
1	39000001	39100000	4.408904e+02	0	0
1	39100001	39200000	4.230490e+02	0	0
1	39200001	39300000	3.976412e+02	1	0
1	39300001	39400000	3.638664e+02	0	0
1	39400001	39500000	2.987206e+02	0	0
1	39500001	39600000	2.644440e+02	0	0
1	39600001	39700000	2.807334e+02	0	0
1	39700001	39800000	3.048233e+02	0	0
1	39800001	39900000	2.861220e+02	0	0
1	39900001	40000000	2.183391e+02	0	0
1	40000001	40100000	2.064720e+02	0	0
1	40100001	40200000	2.211117e+02	0	0
1	40200001	40300000	2.197045e+02	0	0
1	40300001	40400000	2.229716e+02	0	0
1	40400001	40500000	2.444017e+02	0	0
1	40500001	40600000	2.586239e+02	0	0
1	40600001	40700000	2.723430e+02	0	0
1	40700001	40800000	2.550329e+02	0	0
1	40800001	40900000	2.397989e+02	0	0
1	40900001	41000000	2.338633e+02	0	0
1	41000001	41100000	2.363750e+02	0	0
1	41100001	41200000	2.665903e+02	0	0
1	41200001	41300000	2.949152e+02	0	0
1	41300001	41400000	2.639975e+02	0	0
1	41400001	41500000	2.630242e+02	0	0
1	41500001	41600000	3.119100e+02	0	0
1	41600001	41700000	3.686505e+02	0	0
1	41700001	41800000	3.381552e+02	0	0
1	41800001	41900000	2.396573e+02	0	0
1	41900001	42000000	1.525079e+02	0	0
1	42000001	42100000	1.404374e+02	0	0
1	42100001	42200000	1.828274e+02	0	0
1	42200001	42300000	2.159196e+02	0	1
1	42300001	42400000	2.452390e+02	0	1
1	42400001	42500000	2.636885e+02	0	1
1	42500001	42600000	2.861849e+02	0	1
1	42600001	42700000	3.408464e+02	0	1
1	42700001	42800000	4.123791e+02	0	0
1	42800001	42900000	4.401493e+02	0	0
1	42900001	43000000	4.359894e+02	0	0
1	43000001	43100000	4.229348e+02	0	0
1	43100001	43200000	4.057805e+02	0	0
1	43200001	43300000	3.803659e+02	0	0
1	43300001	43400000	3.391565e+02	0	0
1	43400001	43500000	3.133398e+02	0	0
1	43500001	43600000	3.335522e+02	0	0
1	43600001	43700000	3.560312e+02	0	0
1	43700001	43800000	3.231931e+02	0	0
1	43800001	43900000	2.788778e+02	0	0
1	43900001	44000000	2.834318e+02	0	0
1	44000001	44100000	2.753374e+02	0	0
1	44100001	44200000	3.017155e+02	0	0
1	44200001	44300000	3.450858e+02	0	0
1	44300001	44400000	3.086802e+02	0	0
1	44400001	44500000	2.460813e+02	0	0
1	44500001	44600000	2.564770e+02	0	0
1	44600001	44700000	2.988001e+02	0	0
1	44700001	44800000	2.735475e+02	0	0
1	44800001	44900000	2.065587e+02	0	0
1	44900001	45000000	1.665464e+02	0	0
1	45000001	45100000	1.511656e+02	0	0
1	45100001	45200000	1.621817e+02	0	0
1	45200001	45300000	1.799425e+02	0	0
1	45300001	45400000	1.848606e+02	0	0
1	45400001	45500000	2.129636e+02	0	0
1	45500001	45600000	2.348207e+02	0	0
1	45600001	45700000	2.224923e+02	0	0
1	45700001	45800000	1.916049e+02	0	0
1	45800001	45900000	1.982082e+02	0	0
1	45900001	46000000	1.949303e+02	0	0
1	46000001	46100000	1.975329e+02	0	0
1	46100001	46200000	2.018699e+02	0	0
1	46200001	46300000	2.285390e+02	0	0
1	46300001	46400000	2.547660e+02	0	0
1	46400001	46500000	2.376774e+02	0	0
1	46500001	46600000	2.374611e+02	0	0
1	46600001	46700000	2.330279e+02	0	0
1	46700001	46800000	2.045805e+02	0	0
1	46800001	46900000	1.934466e+02	0	0
1	46900001	47000000	1.817377e+02	0	0
1	47000001	47100000	2.192706e+02	0	1
1	47100001	47200000	2.926529e+02	0	1
1	47200001	47300000	3.312977e+02	0	1
1	47300001	47400000	3.639632e+02	0	0
1	47400001	47500000	4.111568e+02	0	0
1	47500001	47600000	4.237586e+02	0	0
1	47600001	47700000	3.879379e+02	0	0
1	47700001	47800000	3.513571e+02	0	0
1	47800001	47900000	3.422675e+02	0	0
1	47900001	48000000	3.529400e+02	0	1
1	48000001	48100000	4.161172e+02	0	1
1	48100001	48200000	4.854431e+02	0	1
1	48200001	48300000	5.343890e+02	0	1
1	48300001	48400000	5.963279e+02	0	1
1	48400001	48500000	6.876301e+02	0	1
1	48500001	48600000	7.870324e+02	0	1
1	48600001	48700000	8.770469e+02	0	1
1	48700001	48800000	9.405926e+02	0	1
1	48800001	48900000	9.806740e+02	0	0
1	48900001	49000000	9.735393e+02	0	0
1	49000001	49100000	9.331330e+02	0	0
1	49100001	49200000	9.151918e+02	0	0
1	49200001	49300000	9.364149e+02	0	0
1	49300001	49400000	9.376236e+02	0	0
1	49400001	49500000	9.487429e+02	0	0
1	49500001	49600000	9.962822e+02	0	0
1	49600001	49700000	1.031325e+03	0	0
1	49700001	49800000	1.048379e+03	0	0
1	49800001	49900000	1.049030e+03	0	0
1	49900001	50000000	1.054125e+03	0	0
1	50000001	50100000	1.053611e+03	0	0
1	50100001	50200000	1.039159e+03	1	0
1	50200001	50300000	1.017252e+03	1	0
1	50300001	50400000	9.705816e+02	1	0
1	50400001	50500000	8.781301e+02	1	0
1	50500001	50600000	7.944066e+02	1	0
1	50600001	50700000	6.984964e+02	1	0
1	50700001	50800000	5.671102e+02	1	0
1	50800001	50900000	4.639643e+02	1	0
1	50900001	51000000	4.514628e+02	1	0
1	51000001	51100000	4.712838e+02	1	0
1	51100001	51200000	4.526616e+02	1	0
1	51200001	51300000	4.091064e+02	1	0
1	51300001	51400000	3.510301e+02	1	0
1	51400001	51500000	2.985695e+02	1	0
1	51500001	51600000	2.573798e+02	0	0
1	51600001	51700000	2.375018e+02	0	0
1	51700001	51800000	2.348072e+02	0	0
1	51800001	51900000	2.494663e+02	0	0
1	51900001	52000000	2.776678e+02	0	0
1	52000001	52100000	2.616455e+02	0	0
1	52100001	52200000	2.429462e+02	0	0
1	52200001	52300000	2.680671e+02	0	0
1	52300001	52400000	2.953689e+02	0	0
1	52400001	52500000	2.651105e+02	0	0
1	52500001	52600000	2.432786e+02	0	0
1	52600001	52700000	2.627343e+02	0	0
1	52700001	52800000	2.583812e+02	0	0
1	52800001	52900000	2.461561e+02	0	0
1	52900001	53000000	2.634312e+02	0	0
1	53000001	53100000	2.601790e+02	0	0
1	53100001	53200000	2.330989e+02	0	0
1	53200001	53300000	2.472202e+02	0	0
1	53300001	53400000	2.872712e+02	0	0
1	53400001	53500000	3.003938e+02	0	0
1	53500001	53600000	2.793749e+02	0	0
1	53600001	53700000	2.649013e+02	0	0
1	53700001	53800000	2.941899e+02	0	0
1	53800001	53900000	2.809857e+02	0	0
1	53900001	54000000	2.317560e+02	0	0
1	54000001	54100000	2.279133e+02	0	0
1	54100001	54200000	2.422198e+02	0	0
1	54200001	54300000	2.483605e+02	0	0
1	54300001	54400000	2.752126e+02	0	0
1	54400001	54500000	3.052834e+02	0	0
1	54500001	54600000	2.747537e+02	0	0
1	54600001	54700000	2.480992e+02	0	0
1	54700001	54800000	2.740117e+02	0	0
1	54800001	54900000	3.382447e+02	0	0
1	54900001	55000000	3.544435e+02	0	0
1	55000001	55100000	3.622900e+02	0	0
1	55100001	55200000	3.789701e+02	0	0
1	55200001	55300000	3.664898e+02	0	0
1	55300001	55400000	3.611612e+02	0	0
1	55400001	55500000	3.501633e+02	0	0
1	55500001	55600000	3.446453e+02	0	0
1	55600001	55700000	3.805926e+02	0	0
1	55700001	55800000	3.907512e+02	0	1
1	55800001	55900000	3.990231e+02	0	1
1	55900001	56000000	4.618469e+02	0	1
1	56000001	56100000	5.347231e+02	0	1
1	56100001	56200000	6.371999e+02	0	1
1	56200001	56300000	7.507626e+02	0	1
1	56300001	56400000	8.208412e+02	0	1
1	56400001	56500000	8.600518e+02	0	1
1	56500001	56600000	8.742703e+02	0	0
1	56600001	56700000	8.887092e+02	0	0
1	56700001	56800000	8.716318e+02	0	0
1	56800001	56900000	8.252448e+02	0	0
1	56900001	57000000	8.008507e+02	0	0
1	57000001	57100000	8.296002e+02	0	0
1	57100001	57200000	8.760761e+02	0	0
1	57200001	57300000	9.108627e+02	0	0
1	57300001	57400000	9.363356e+02	0	0
1	57400001	57500000	9.379108e+02	0	0
1	57500001	57600000	9.497182e+02	0	0
1	57600001	57700000	9.859893e+02	0	0
1	57700001	57800000	1.017272e+03	0	0
1	57800001	57900000	1.034010e+03	0	0
1	57900001	58000000	1.037862e+03	0	0
1	58000001	58100000	1.012488e+03	1	0
1	58100001	58200000	9.855771e+02	1	0
1	58200001	58300000	9.605550e+02	1	0
1	58300001	58400000	8.973429e+02	1	0
1	58400001	58500000	8.302709e+02	1	0
1	58500001	58600000	7.738719e+02	1	0
1	58600001	58700000	6.968332e+02	1	0
1	58700001	58800000	6.211410e+02	1	0
1	58800001	58900000	5.392236e+02	1	0
1	58900001	59000000	4.902600e+02	1	0
1	59000001	59100000	4.519443e+02	1	0
1	59100001	59200000	3.920184e+02	0	0
1	59200001	59300000	3.784028e+02	0	0
1	59300001	59400000	4.041348e+02	0	0
1	59400001	59500000	4.145552e+02	0	0
1	59500001	59600000	4.073709e+02	0	0
1	59600001	59700000	4.298181e+02	0	1
1	59700001	59800000	4.568197e+02	0	1
1	59800001	59900000	4.867591e+02	0	1
1	59900001	60000000	5.407160e+02	0	1
1	60000001	60100000	6.167411e+02	0	1
1	60100001	60200000	6.494502e+02	0	1
1	60200001	60300000	6.257693e+02	0	1
1	60300001	60400000	6.565866e+02	0	1
1	60400001	60500000	7.591991e+02	0	1
1	60500001	60600000	8.594967e+02	0	1
1	60600001	60700000	9.292724e+02	0	1
1	60700001	60800000	9.553679e+02	0	1
1	60800001	60900000	9.911647e+02	0	0
1	60900001	61000000	1.015795e+03	0	0
1	61000001	61100000	1.002425e+03	0	0
1	61100001	61200000	9.741389e+02	0	0
1	61200001	61300000	9.647569e+02	0	0
1	61300001	61400000	9.508677e+02	0	0
1	61400001	61500000	9.376274e+02	0	0
1	61500001	61600000	9.204826e+02	1	0
1	61600001	61700000	9.000581e+02	1	0
1	61700001	61800000	8.577409e+02	1	0
1	61800001	61900000	8.061438e+02	1	0
1	61900001	62000000	7.550058e+02	1	0
1	62000001	62100000	6.991244e+02	1	0
1	62100001	62200000	6.324999e+02	0	0
1	62200001	62300000	5.978486e+02	0	0
1	62300001	62400000	6.442110e+02	0	0
1	62400001	62500000	7.139505e+02	0	0
1	62500001	62600000	7.164400e+02	0	0
1	62600001	62700000	6.787293e+02	0	0
1	62700001	62800000	6.262595e+02	0	0
1	62800001	62900000	5.844909e+02	0	0
1	62900001	63000000	5.683627e+02	0	0
1	63000001	63100000	5.780189e+02	0	0
1	63100001	63200000	5.650634e+02	0	0
1	63200001	63300000	5.409070e+02	0	0
1	63300001	63400000	5.436053e+02	0	0
1	63400001	63500000	5.637230e+02	0	0
1	63500001	63600000	6.095933e+02	0	0
1	63600001	63700000	6.694289e+02	0	0
